file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,219,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,23
style.css,220,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,41
style.css,221,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,18
style.css,222,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,0,0
style.css,223,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,0,0
style.css,224,css,1863caa8,Diego Menchaca,2026-04-07,14:31:27,-07:00,2026-04-07T14:31:27-07:00,0,22
style.css,225,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,0,21
style.css,226,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,17
style.css,227,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,18
style.css,228,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,8
style.css,229,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,0,0
style.css,230,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,0,0
style.css,231,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,0,29
style.css,232,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,10
style.css,233,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,17
style.css,234,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,9
style.css,235,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,6
style.css,236,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,11
style.css,237,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,12
style.css,238,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,17
style.css,239,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,30
style.css,240,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,0,0
style.css,241,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,0,0
style.css,242,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,0,14
style.css,243,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,0,25
style.css,244,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,11
style.css,245,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,2,25
style.css,246,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,0
style.css,247,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,0,0
style.css,248,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,19
style.css,249,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,26
style.css,250,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,2,13
style.css,251,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,1,0
style.css,252,css,68c6fc2e,Diego Menchaca,2026-04-05,11:57:28,-07:00,2026-04-05T11:57:28-07:00,0,0
style.css,253,css,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,0
style.css,254,css,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,13
style.css,255,css,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,1,17
style.css,256,css,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,1,8
style.css,257,css,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,1,10
style.css,258,css,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,1,13
style.css,259,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
style.css,260,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
style.css,261,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,32
style.css,262,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
style.css,263,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,17
style.css,264,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,12
style.css,265,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,36
style.css,266,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,13
style.css,267,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,17
style.css,268,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
style.css,269,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
style.css,270,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,17
style.css,271,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,10
style.css,272,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,16
style.css,273,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,23
style.css,274,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,24
style.css,275,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,21
style.css,276,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
style.css,277,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
style.css,278,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,17
style.css,279,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,10
style.css,280,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,8
style.css,281,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,13
style.css,282,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,16
style.css,283,css,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,25
style.css,284,css,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,0
index.js,1,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,71
index.js,2,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
index.js,3,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,54
index.js,4,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,42
index.js,5,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
index.js,6,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,60
index.js,7,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,54
index.js,8,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
index.js,9,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,56
index.js,10,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,60
index.js,11,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
index.js,12,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,17
index.js,13,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,24
index.js,14,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,2
index.js,15,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,3,54
index.js,16,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,3,54
index.js,17,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,3,48
index.js,18,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,3,48
index.js,19,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,3
index.js,20,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,0
index.js,21,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
index.html,1,html,5fd06197,Diego Menchaca,2026-04-01,17:41:12,-07:00,2026-04-01T17:41:12-07:00,0,13
index.html,2,html,5fd06197,Diego Menchaca,2026-04-01,17:41:12,-07:00,2026-04-01T17:41:12-07:00,0,14
index.html,3,html,5fd06197,Diego Menchaca,2026-04-01,17:41:12,-07:00,2026-04-01T17:41:12-07:00,0,4
index.html,4,html,5fd06197,Diego Menchaca,2026-04-01,17:41:12,-07:00,2026-04-01T17:41:12-07:00,2,20
index.html,5,html,5fd06197,Diego Menchaca,2026-04-01,17:41:12,-07:00,2026-04-01T17:41:12-07:00,2,68
index.html,6,html,6b1da9e0,Diego Menchaca,2026-04-03,17:20:01,-07:00,2026-04-03T17:20:01-07:00,2,38
index.html,7,html,5fd06197,Diego Menchaca,2026-04-01,17:41:12,-07:00,2026-04-01T17:41:12-07:00,2,56
index.html,8,html,5fd06197,Diego Menchaca,2026-04-01,17:41:12,-07:00,2026-04-01T17:41:12-07:00,0,5
index.html,9,html,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
index.html,10,html,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,45
index.html,11,html,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
index.html,12,html,5fd06197,Diego Menchaca,2026-04-01,17:41:12,-07:00,2026-04-01T17:41:12-07:00,0,4
index.html,13,html,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,2,8
index.html,14,html,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,4,18
index.html,15,html,c27b03f0,Diego Menchaca,2026-04-05,11:40:27,-07:00,2026-04-05T11:40:27-07:00,4,32
index.html,16,html,c27b03f0,Diego Menchaca,2026-04-05,11:40:27,-07:00,2026-04-05T11:40:27-07:00,4,30
index.html,17,html,c27b03f0,Diego Menchaca,2026-04-05,11:40:27,-07:00,2026-04-05T11:40:27-07:00,4,20
index.html,18,html,6b1da9e0,Diego Menchaca,2026-04-03,17:20:01,-07:00,2026-04-03T17:20:01-07:00,4,67
index.html,19,html,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,2,8
index.html,20,html,5fd06197,Diego Menchaca,2026-04-01,17:41:12,-07:00,2026-04-01T17:41:12-07:00,2,21
index.html,21,html,6b1da9e0,Diego Menchaca,2026-04-03,17:20:01,-07:00,2026-04-03T17:20:01-07:00,2,242
index.html,22,html,6b1da9e0,Diego Menchaca,2026-04-03,17:20:01,-07:00,2026-04-03T17:20:01-07:00,2,56
index.html,23,html,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
index.html,24,html,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,28
index.html,25,html,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
index.html,26,html,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,22
index.html,27,html,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,26
index.html,28,html,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
index.html,29,html,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,44
index.html,30,html,5fd06197,Diego Menchaca,2026-04-01,17:41:12,-07:00,2026-04-01T17:41:12-07:00,0,5
index.html,31,html,5fd06197,Diego Menchaca,2026-04-01,17:41:12,-07:00,2026-04-01T17:41:12-07:00,0,5
global.js,1,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,25
global.js,2,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
global.js,3,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,41
global.js,4,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,52
global.js,5,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
global.js,6,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
global.js,7,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,15
global.js,8,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,68
global.js,9,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,2,3
global.js,10,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,2,14
global.js,11,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
global.js,12,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,11
global.js,13,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,25
global.js,14,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,38
global.js,15,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,36
global.js,16,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,26
global.js,17,js,00000000,Not Committed Yet,2026-05-13,11:06:44,-07:00,2026-05-13T11:06:44-07:00,1,30
global.js,18,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,59
global.js,19,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
global.js,20,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
global.js,21,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,38
global.js,22,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,25
global.js,23,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
global.js,24,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,20
global.js,25,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,14
global.js,26,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,18
global.js,27,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
global.js,28,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,28
global.js,29,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,2,20
global.js,30,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,0
global.js,31,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
global.js,32,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,34
global.js,33,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,11
global.js,34,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,20
global.js,35,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
global.js,36,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,65
global.js,37,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,2,25
global.js,38,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,0
global.js,39,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
global.js,40,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,29
global.js,41,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,2,18
global.js,42,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,0
global.js,43,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
global.js,44,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,1,12
global.js,45,js,3762818f,Diego Menchaca,2026-04-15,14:33:08,-07:00,2026-04-15T14:33:08-07:00,0,0
global.js,46,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,0
global.js,47,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,31
global.js,48,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,1,11
global.js,49,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,1,0
global.js,50,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,1,26
global.js,51,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,2,4
global.js,52,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,2,6
global.js,53,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,3,43
global.js,54,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,3,34
global.js,55,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,3,32
global.js,56,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,2,7
global.js,57,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,1,8
global.js,58,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,0
global.js,59,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,0
global.js,60,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,60
global.js,61,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,0
global.js,62,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,36
global.js,63,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,1,70
global.js,64,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,1,25
global.js,65,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,0
global.js,66,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,0
global.js,67,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,49
global.js,68,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,1,44
global.js,69,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,1,33
global.js,70,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,1
global.js,71,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,0
global.js,72,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,0,34
global.js,73,js,d211a2c7,Diego Menchaca,2026-04-16,12:29:36,-07:00,2026-04-16T12:29:36-07:00,1,39
global.js,74,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
global.js,75,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
global.js,76,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,36
global.js,77,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,3
global.js,78,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,32
global.js,79,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
global.js,80,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,17
global.js,81,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,3,57
global.js,82,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,0
global.js,83,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
global.js,84,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,33
global.js,85,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,10
global.js,86,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,15
global.js,87,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,59
global.js,88,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,0
global.js,89,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
global.js,90,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
global.js,91,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,79
global.js,92,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,30
global.js,93,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
global.js,94,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,1,31
global.js,95,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,48
global.js,96,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
global.js,97,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,19
global.js,98,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,3,49
global.js,99,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,3,49
global.js,100,js,9df0a019,Diego Menchaca,2026-04-30,21:08:15,-07:00,2026-04-30T21:08:15-07:00,3,3
global.js,101,js,9df0a019,Diego Menchaca,2026-04-30,21:08:15,-07:00,2026-04-30T21:08:15-07:00,4,27
global.js,102,js,9df0a019,Diego Menchaca,2026-04-30,21:08:15,-07:00,2026-04-30T21:08:15-07:00,4,41
global.js,103,js,9df0a019,Diego Menchaca,2026-04-30,21:08:15,-07:00,2026-04-30T21:08:15-07:00,3,4
global.js,104,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,0
global.js,105,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,0,0
global.js,106,js,a70199f0,Diego Menchaca,2026-04-22,18:44:01,-07:00,2026-04-22T18:44:01-07:00,2,36
